Hostname,Agent UUID,Status,Status Reason,Last Reported,Last User,Operating System,Sysmon,IP Address,Mac Address,Version,Containment Driver,VDI State
5CG2402C4M,b5e3eb14-e00e-491f-a6a9-5487a9513f71,Offline (12 hours),,2024-07-18 20:38:58 +0000 UTC,hefners,Microsoft Windows 10,13.31,"192.168.27.225, 192.168.1.8","00:05:9a:3c:7a:00, 58:ce:2a:57:42:7f",2023-02_138,disabled,None
5CG2402CYC,64740802-300f-4686-b0a4-a8dd31645595,Offline (11 hours),,2024-07-18 21:13:23 +0000 UTC,churchws,Microsoft Windows 10,13.31,10.64.17.14,58:ce:2a:54:d1:a2,2023-02_138,disabled,None
5CG2402D7F,b0fffdfa-7640-4aaa-aed0-0f5e273f804e,Offline (17 hours),,2024-07-18 15:21:59 +0000 UTC,agnewa,Microsoft Windows 10,13.31,172.20.10.4,58:ce:2a:54:73:f1,2023-02_138,disabled,None
5CG2402CLJ,046be75e-eb05-4c69-96c6-c5ae47a329d3,Offline (2 days),,2024-07-16 17:57:02 +0000 UTC,fryl,Microsoft Windows 10,13.31,"192.168.27.214, 192.168.168.114","00:05:9a:3c:7a:00, e0:d0:45:83:1c:38",2023-02_138,disabled,None
5CG2402CTL,5f5d094e-333f-461b-8d95-19c13f37c670,Offline (8 hours),,2024-07-19 00:36:33 +0000 UTC,huffordj,Microsoft Windows 10,13.31,172.20.10.3,58:ce:2a:55:29:45,2023-02_138,disabled,None
5CG2402BY9,23227aa6-e887-4e01-aa5e-385e19f0d9d7,Offline (12 hours),,2024-07-18 20:38:56 +0000 UTC,Flanagac,Microsoft Windows 10,13.31,10.64.17.17,58:ce:2a:56:69:63,2023-02_138,disabled,None
5CG2402CLY,613c63a2-3406-446b-8e41-9ba3ee85c952,Offline (19 hours),,2024-07-18 13:25:51 +0000 UTC,johnsonh,Microsoft Windows 10,13.31,"192.168.27.12, 172.20.10.2","00:05:9a:3c:7a:00, 58:ce:2a:57:38:7a",2023-02_138,disabled,None
5CG2402C7C,96e1e2a2-a348-42df-aa8e-90e3eb247a0a,Offline (2 days),,2024-07-16 20:05:41 +0000 UTC,blattj,Microsoft Windows 10,13.31,"10.65.26.18, 10.65.18.20","38:ca:84:58:7b:38, 58:ce:2a:57:87:6c",2023-02_138,disabled,None
5CG2402D7W,a6b242c6-fd1b-4e67-bdab-5f88611c56ad,Offline (1 day),,2024-07-17 20:14:48 +0000 UTC,denoblej,,13.31,172.20.10.2,58:ce:2a:55:36:10,2023-02_138,disabled,None
5CG2402BXZ,dacc6aeb-6491-48c7-97dc-31d1a27c1aa9,Offline (16 hours),,2024-07-18 16:43:04 +0000 UTC,RossJ,Microsoft Windows 10,13.31,"192.168.27.62, 172.20.10.7","00:05:9a:3c:7a:00, 58:ce:2a:57:38:fc",2023-02_138,disabled,None
5CG2402D7V,e65d306f-7873-4c65-947f-a6d3e98874fe,Offline (2 days),,2024-07-17 00:52:22 +0000 UTC,scottma,Microsoft Windows 10,13.31,192.168.168.134,58:ce:2a:56:f6:8a,2023-02_138,disabled,None
5CG2402CT2,60fef6a7-33f6-4599-bb88-06e2d1c0b3e1,Offline (19 hours),,2024-07-18 13:55:31 +0000 UTC,poseyw,Microsoft Windows 10,13.31,"192.168.24.59, 192.168.1.2","00:05:9a:3c:7a:00, 58:ce:2a:55:35:f7",2023-02_138,disabled,None
5CG2402CYZ,0f0f8dda-35cd-4492-9fe6-57821d9c3049,Offline (2 hours),,2024-07-19 06:58:22 +0000 UTC,Boudreac,Microsoft Windows 10,13.31,192.168.254.207,58:ce:2a:55:36:1f,2023-02_138,disabled,None
5CG2402CYV,72b22ed6-371a-491a-8570-bdbcbe14b79b,Offline (13 hours),,2024-07-18 19:57:57 +0000 UTC,kellerd,Microsoft Windows 10,13.31,"192.168.24.82, 10.0.0.13","00:05:9a:3c:7a:00, 58:ce:2a:55:35:cf",2023-02_138,disabled,None
5CG2402CZ6,4a4beeed-cccd-4e5e-9e1e-fca13be7a7e9,Offline (14 hours),,2024-07-18 18:49:47 +0000 UTC,ShrevesL,Microsoft Windows 10,13.31,"192.168.24.21, 172.20.10.2","00:05:9a:3c:7a:00, 58:ce:2a:54:c4:78",2023-02_138,disabled,None
5CG2402C3C,cdeefc43-8650-4c8b-b19d-9be348b7ed1f,Offline (11 hours),,2024-07-18 21:41:50 +0000 UTC,vanallj,Microsoft Windows 10,13.31,"192.168.26.118, 172.20.10.3","00:05:9a:3c:7a:00, e0:d0:45:83:89:61",2023-02_138,disabled,None
5CG2402CYG,4489b3a2-657c-4a62-9647-c7459e89ddc7,Offline (1 day),,2024-07-17 11:30:12 +0000 UTC,williste,Microsoft Windows 10,13.31,10.65.18.28,58:ce:2a:54:8c:ce,2023-02_138,disabled,None
5CG2402C42,eff63983-9e35-4621-aa70-a2d633d4a905,Offline (18 hours),,2024-07-18 14:55:58 +0000 UTC,ruddr,Microsoft Windows 10,13.31,"192.168.26.241, 10.0.0.158","00:05:9a:3c:7a:00, 58:ce:2a:55:29:0e",2023-02_138,disabled,None
5CG2402CTZ,164ebf90-43e9-41a9-b17c-ce9d2722072d,Offline (12 hours),,2024-07-18 21:00:21 +0000 UTC,potoskyh,Microsoft Windows 10,13.31,"192.168.27.117, 172.20.10.4","00:05:9a:3c:7a:00, 58:ce:2a:54:7f:0e",2023-02_138,disabled,None
5CG2402CSG,053a3777-9024-49fd-a3c1-31ac6c75f627,Offline (1 day),,2024-07-17 12:39:19 +0000 UTC,mchenryj,Microsoft Windows 10,13.31,10.65.18.29,58:ce:2a:57:18:f9,2023-02_138,disabled,None
5CG2402C7Y,4755b2f1-f726-4d96-b0e1-7a6fc39db59b,Offline (2 days),,2024-07-16 17:12:07 +0000 UTC,hutsonsc,Microsoft Windows 10,13.31,"192.168.27.213, 192.168.254.19","00:05:9a:3c:7a:00, 58:ce:2a:57:87:b2",2023-02_138,disabled,None
5CG2402C7N,b08c1e42-ed33-4426-bb00-f3ca15a2438e,Offline (1 day),,2024-07-17 18:40:22 +0000 UTC,dyerm,Microsoft Windows 10,13.31,10.65.18.24,58:ce:2a:57:65:39,2023-02_138,disabled,None
5CG2402C38,e4b4d5a1-c220-40c0-8b1e-4ec3997a05b8,Offline (9 hours),,2024-07-18 23:47:51 +0000 UTC,Gablem,Microsoft Windows 10,13.31,10.65.18.12,e0:d0:45:83:89:6b,2023-02_138,disabled,None
5CG2402C7G,9049818b-a6d5-4c8c-be7c-a1691001bab9,Offline (13 hours),,2024-07-18 19:58:10 +0000 UTC,bryantt,Microsoft Windows 10,13.31,10.68.17.32,38:ca:84:58:6b:04,2023-02_138,disabled,None
5CG2402BY6,65c3fc69-132c-4044-9a6b-673f915c6b0d,Offline (1 day),,2024-07-17 21:20:06 +0000 UTC,smithjoh,Microsoft Windows 10,13.31,"192.168.27.202, 172.20.10.2","00:05:9a:3c:7a:00, 58:ce:2a:54:b7:4e",2023-02_138,disabled,None
5CG2402D7M,d180de59-9f79-4215-a73c-e8dabbd6c9ee,Offline (1 day),,2024-07-17 14:15:00 +0000 UTC,ritcheag,Microsoft Windows 10,13.31,"192.168.26.232, 172.20.10.3","00:05:9a:3c:7a:00, 58:ce:2a:57:32:49",2023-02_138,disabled,None
5CG2402D7P,10451445-ba3f-41a0-b9c2-a570dd189d0c,Offline (12 hours),,2024-07-18 20:46:11 +0000 UTC,boggsm,Microsoft Windows 10,13.31,"10.64.16.27, 10.64.17.22","38:ca:84:58:5b:0d, 58:ce:2a:56:70:2a",2023-02_138,disabled,None
5CG2402C7W,a3eaab85-e228-480a-b170-c7dcff9e14ae,Offline (5 hours),,2024-07-19 03:48:22 +0000 UTC,mathenyg,Microsoft Windows 10,13.31,10.0.0.135,58:ce:2a:55:6e:6e,2023-02_138,disabled,None
5CG3012PLX,c780a120-2e66-4c0a-8d69-a9f4117cebfd,Offline (12 hours),,2024-07-18 20:36:33 +0000 UTC,riderg,Microsoft Windows 10,13.31,"192.168.24.43, 192.168.1.153","00:05:9a:3c:7a:00, 30:89:4a:67:af:5c",2023-02_138,disabled,None
5CG3012PJL,ec29ae22-4bbc-49e3-934c-c72b26fe92f5,Offline (5 hours),,2024-07-19 03:12:14 +0000 UTC,meschert,Microsoft Windows 10,13.31,10.0.0.105,30:89:4a:6b:2f:74,2023-02_138,disabled,None
5CG3012PM8,27533d99-d1d8-45e7-8a2f-94250de69770,Offline (5 hours),,2024-07-19 03:35:59 +0000 UTC,changl,Microsoft Windows 10,13.31,10.0.0.210,30:89:4a:67:79:ab,2023-02_138,disabled,None
5CG2402C4F,bc2122b3-7a2b-4c45-9c93-786e54d34b4d,Offline (12 hours),,2024-07-18 21:01:39 +0000 UTC,franerh,,13.31,"192.168.27.246, 192.168.1.242","00:05:9a:3c:7a:00, e0:d0:45:83:89:39",2023-02_138,disabled,None
5CG212F7TZ,589c44e2-bb95-4b72-affd-318b08d7d271,Offline (13 hours),,2024-07-18 19:12:20 +0000 UTC,colwellc,Microsoft Windows 10,13.31,"10.33.16.31, 10.200.2.13","a8:b1:3b:f5:76:84, 10:a5:1d:08:3b:5d",2023-02_138,disabled,None
5CG2402C4H,d581246e-6519-4969-9825-479877cf391d,Offline (11 hours),,2024-07-18 21:34:47 +0000 UTC,visert,Microsoft Windows 10,13.31,"192.168.27.247, 10.0.0.60","00:05:9a:3c:7a:00, e0:d0:45:83:89:75",2023-02_138,disabled,None
5CG2402BX3,3d037785-ac33-44dd-8158-73a992a3cce7,Offline (12 hours),,2024-07-18 20:58:10 +0000 UTC,bonnicky,Microsoft Windows 10,13.31,"10.33.80.44, 10.200.8.11","80:3f:5d:09:ac:48, 58:ce:2a:57:b5:66",2023-02_138,disabled,None
5CG2402CT1,eb22feb8-ccfe-4f7c-86bd-1acf66b9e094,Offline (1 day),,2024-07-17 21:31:05 +0000 UTC,palmersa,Microsoft Windows 10,13.31,10.69.21.39,58:ce:2a:55:ed:4e,2023-02_138,disabled,None
5CG3012PFT,147f05b3-f63e-40c8-bb92-a3bfa86ee7bb,Offline (1 day),,2024-07-17 10:26:00 +0000 UTC,evansz,Microsoft Windows 10,13.31,192.168.1.26,30:89:4a:67:6d:b7,2023-02_138,disabled,None
5CG3012PHK,d8b2e176-d560-491f-8dd0-becaed2f2801,Offline (3 hours),,2024-07-19 05:21:34 +0000 UTC,barbozau,Microsoft Windows 10,13.31,"192.168.24.30, 192.168.5.38","00:05:9a:3c:7a:00, 30:89:4a:67:ae:76",2023-02_138,disabled,None
5CG216625L,c23c66ec-d1c2-45c9-ad8d-fa86b6f41cfa,Offline (1 day),,2024-07-17 15:45:45 +0000 UTC,duvallt,Microsoft Windows 10,13.31,10.65.18.35,b0:3c:dc:ad:24:47,2023-02_138,disabled,None
5CG2402D6C,f7eb67d2-6d4a-438e-ba17-72f772ccb9e2,Offline (6 hours),,2024-07-19 02:21:26 +0000 UTC,hackneyo,Microsoft Windows 10,13.31,"192.168.27.20, 192.168.5.241","00:05:9a:3c:7a:00, 58:ce:2a:55:28:a5",2023-02_138,disabled,None
5CG2402D73,3ef5f4ba-c75e-4275-a7b7-0ff84f1ca7da,Offline (11 hours),,2024-07-18 21:21:19 +0000 UTC,parascov,Microsoft Windows 10,13.31,"10.33.96.101, 10.200.2.42","e8:ea:6a:4d:5c:76, e0:d0:45:83:1d:4b",2023-02_138,disabled,None
5CG2402CM2,c7e2d54c-3c81-4ee2-b95d-2021295bd42d,Offline (11 hours),,2024-07-18 21:10:18 +0000 UTC,woytons,Microsoft Windows 10,13.31,"10.33.96.73, 10.200.8.44","e8:ea:6a:4d:3b:a1, 58:ce:2a:54:9e:0d",2023-02_138,disabled,None
5CG212F77C,d8cbbae2-c620-422c-bcbc-b74a8cbfacbd,Offline (9 hours),,2024-07-18 23:15:10 +0000 UTC,allenm,Microsoft Windows 10,13.31,"10.33.48.66, 10.200.0.62","80:3f:5d:08:3a:0c, 10:a5:1d:08:38:47",2023-02_138,disabled,None
5CG2402CLF,71053cb6-7f70-4f54-9d27-4a018b162a6e,Offline (1 day),,2024-07-17 21:34:48 +0000 UTC,lette,Microsoft Windows 10,13.31,"10.33.96.33, 10.200.8.26","80:3f:5d:08:30:f5, 58:ce:2a:54:d4:ef",2023-02_138,disabled,None
5CG2402BXQ,9b4d32db-4ef1-49ce-8905-1909b71aa55f,Offline (5 hours),,2024-07-19 04:02:31 +0000 UTC,dunnchr,Microsoft Windows 10,13.31,192.168.1.18,58:ce:2a:57:2d:df,2023-02_138,disabled,None
5CG2402C84,866426c9-e367-4233-83e7-82dc6175c3b2,Offline (10 hours),,2024-07-18 22:31:39 +0000 UTC,boonea,Microsoft Windows 10,13.31,"192.168.27.21, 192.168.1.19","00:05:9a:3c:7a:00, e0:d0:45:83:b3:8c",2023-02_138,disabled,None
5CG2402C7H,938e3ab9-c9c6-4d31-a528-3cd82fe0e406,Offline (2 hours),,2024-07-19 06:23:27 +0000 UTC,dangp,Microsoft Windows 10,13.31,192.168.0.21,58:ce:2a:57:65:48,2023-02_138,disabled,None
5CG2402C7R,5704b09a-5ac5-4abe-80fb-75f22417abb9,Offline (12 hours),,2024-07-18 20:46:34 +0000 UTC,burwickc,Microsoft Windows 10,13.31,10.33.48.52,80:3f:5d:08:34:1f,2023-02_138,disabled,None
5CG2402C8N,f0c8d6f7-4b60-49b6-ae4d-b2e325d89218,Offline (12 hours),,2024-07-18 20:57:49 +0000 UTC,allreda,Microsoft Windows 10,13.31,"10.33.96.61, 10.200.2.41","80:3f:5d:08:32:27, e0:d0:45:83:88:ee",2023-02_138,disabled,None
5CG2402CLC,2a2ed42f-1c52-4ff4-8370-4cded6e1445b,Offline (1 hour),,2024-07-19 07:19:47 +0000 UTC,klutsea,Microsoft Windows 10,13.31,192.168.1.206,e0:d0:45:83:1d:41,2023-02_138,disabled,None
5CG2402CLR,11466b67-c8e3-487f-9c75-b90d72051d89,Offline (11 hours),,2024-07-18 21:08:43 +0000 UTC,macunem,Microsoft Windows 10,13.31,"10.33.96.82, 10.200.4.29","80:3f:5d:08:13:0a, 58:ce:2a:57:2e:6b",2023-02_138,disabled,None
5CG3024LGN,c60a914e-d409-4d9a-8eb5-b11b549d88b4,Offline (11 hours),,2024-07-18 21:12:57 +0000 UTC,spraguk,Microsoft Windows 10,13.31,"10.33.112.75, 10.200.0.41","7c:4d:8f:31:87:2a, 30:89:4a:68:47:28",2023-02_138,disabled,None
5CG212F80Q,3e33e777-ed36-4b90-af82-0af63df3dd2a,Offline (11 hours),,2024-07-18 21:44:04 +0000 UTC,Rhoadsk,Microsoft Windows 10,13.31,10.33.48.53,e8:ea:6a:4d:5c:e9,2023-02_138,disabled,None
5CG2402C76,e790e5f7-0e36-4f58-bec0-dbe9e77d5c96,Offline (12 hours),,2024-07-18 21:01:35 +0000 UTC,schaffec,Microsoft Windows 10,13.31,"10.33.32.52, 10.200.10.30","38:ca:84:58:6b:ca, 58:ce:2a:55:e7:95",2023-02_138,disabled,None
5CG212F77D,5dcc73f7-b5c7-4c89-9ea5-8f56628ab8ed,Offline (11 hours),,2024-07-18 21:23:42 +0000 UTC,wynnej,Microsoft Windows 10,13.31,"10.33.48.14, 10.200.14.50","80:3f:5d:08:13:ee, 10:a5:1d:08:3c:d4",2023-02_138,disabled,None
5CG3024LGL,4e99e4d3-1a8c-46d8-82c1-22fd86b193f3,Offline (12 hours),,2024-07-18 20:16:41 +0000 UTC,mitchellg,Microsoft Windows 10,13.31,"192.168.27.239, 192.168.3.116","00:05:9a:3c:7a:00, 30:89:4a:67:d9:4b",2023-02_138,disabled,None
5CG2402C4N,360af674-69ba-4efd-b055-87177252626b,Offline (5 hours),,2024-07-19 04:02:22 +0000 UTC,thomasa,Microsoft Windows 10,13.31,10.0.0.84,58:ce:2a:55:f5:e6,2023-02_138,disabled,None
5CG3024LGZ,7629d964-b1bb-47f9-adca-b9efd6f273f9,Offline (12 hours),,2024-07-18 20:39:03 +0000 UTC,hollinsc,Microsoft Windows 10,13.31,10.200.10.12,30:89:4a:67:4b:11,2023-02_138,disabled,None
5CG2402CSS,242c3fbc-270b-432d-81fe-51f6a67ed159,Offline (10 hours),,2024-07-18 22:48:49 +0000 UTC,rossma,Microsoft Windows 10,13.31,"192.168.26.225, 10.20.10.10","00:05:9a:3c:7a:00, 58:ce:2a:54:d1:d9",2023-02_138,disabled,None
5CG3024LGP,2024b54b-525c-4385-ae44-07d94ec57320,Offline (15 hours),,2024-07-18 17:14:51 +0000 UTC,joycej,Microsoft Windows 10,13.31,10.200.10.25,30:89:4a:66:80:fa,2023-02_138,disabled,None
5CG3024LGW,737d5674-4590-42ac-b0c2-e41718242fd3,Offline (8 hours),,2024-07-19 00:34:13 +0000 UTC,courtner,Microsoft Windows 10,13.31,10.0.0.162,30:89:4a:66:81:b8,2023-02_138,disabled,None
5CG2113L38,ac6bfab9-192f-4761-a85e-53869c34ebc0,Offline (1 day),,2024-07-17 20:03:46 +0000 UTC,qazis,Microsoft Windows 10,13.31,192.168.1.65,20:c1:9b:a3:af:52,2023-02_138,disabled,None
5CG2077TXM,eb1c0447-1005-4f47-a75a-8c3a43c2a932,Offline (13 hours),,2024-07-18 19:55:44 +0000 UTC,geigerr,Microsoft Windows 10,13.31,"10.33.96.92, 10.200.6.17","e8:ea:6a:4d:5c:95, 60:a5:e2:1f:a9:cd",2023-02_138,disabled,None
5CG2402CSL,5d450365-f9c2-49ce-9db3-6d87aae9531d,Offline (12 hours),,2024-07-18 20:47:35 +0000 UTC,morathp,Microsoft Windows 10,13.31,"192.168.26.121, 192.168.1.245","00:05:9a:3c:7a:00, 58:ce:2a:55:0c:80",2023-02_138,disabled,None
5CG2077TNX,3b2551bd-5962-4c0c-830c-3e00cd5cfbf7,Offline (16 hours),,2024-07-18 16:57:25 +0000 UTC,pottmeyh,Microsoft Windows 10,13.31,"192.168.26.232, 192.168.168.61","00:05:9a:3c:7a:00, c4:bd:e5:d6:79:d7",2023-02_138,disabled,None
5CG215763M,d16fc547-a8fe-478f-84b1-3bedc4447cf4,Offline (1 day),,2024-07-18 04:30:19 +0000 UTC,norrise,Microsoft Windows 10,13.31,"192.168.27.184, 192.168.1.66","00:05:9a:3c:7a:00, 00:93:37:ef:04:fc",2023-02_138,disabled,None
5CG2113LQY,fb04601a-c04c-4515-9630-445ecdc79444,Offline (12 hours),,2024-07-18 20:06:24 +0000 UTC,fleshern,Microsoft Windows 10,13.31,10.64.17.13,7c:21:4a:0b:74:03,2023-02_138,disabled,None
5CG2077V02,a85f2d12-cf94-4644-a8ac-12429dd68a21,Offline (10 hours),,2024-07-18 22:35:34 +0000 UTC,koom,Microsoft Windows 10,13.31,192.168.1.209,60:a5:e2:51:b0:76,2023-02_138,disabled,None
5CG2152B9B,6a3bdd58-cbc7-4263-862e-9dc5e9da59b0,Offline (12 hours),,2024-07-18 20:43:02 +0000 UTC,schillic,Microsoft Windows 10,13.31,"10.68.21.16, 10.68.17.29","70:a8:d3:5d:60:7e, 84:69:93:9b:ed:22",2023-02_138,disabled,None
5CG212F5YM,f73a8d10-50d2-4a8e-bd47-1e687c037301,Offline (13 hours),,2024-07-18 19:52:35 +0000 UTC,hugginsa,Microsoft Windows 10,13.31,10.35.92.182,10:a5:1d:bb:05:8f,2023-02_138,disabled,None
5CG2402CTX,52dcc610-af0a-407e-b01b-4ab5ab523f91,Offline (9 hours),,2024-07-18 23:22:36 +0000 UTC,poulterc,Microsoft Windows 10,13.31,"192.168.24.47, 10.0.0.148","00:05:9a:3c:7a:00, 58:ce:2a:54:9a:70",2023-02_138,disabled,None
5CG21663T5,7d245550-cb54-4535-8498-a17ad277f1aa,Offline (1 hour),,2024-07-19 07:40:07 +0000 UTC,braggs,Microsoft Windows 10,,192.168.5.139,b0:3c:dc:d0:25:50,2023-02_138,disabled,None
5CG21662LP,ed3a5304-8456-4ad5-a47c-488d1ae8fe15,Offline (2 days),,2024-07-17 02:20:16 +0000 UTC,persona,Microsoft Windows 10,13.31,192.168.1.62,b0:3c:dc:ce:6e:54,2023-02_138,disabled,None
5CG2402CSY,c4501321-12dc-4813-89ed-24974fd04d7d,Offline (10 hours),,2024-07-18 22:47:23 +0000 UTC,yarbroue,Microsoft Windows 10,13.31,10.65.18.27,58:ce:2a:57:42:25,2023-02_138,disabled,None
5CG215632Q,9b5fded3-e181-4a28-a831-4e3c2afe5583,Offline (12 hours),,2024-07-18 20:34:29 +0000 UTC,McCrearK,Microsoft Windows 10,13.31,"192.168.24.79, 172.20.10.11","00:05:9a:3c:7a:00, 00:93:37:b3:75:54",2023-02_138,disabled,None
5CG212F735,5d382d4b-6161-410c-a5ff-a4daf6f15286,Offline (9 hours),,2024-07-19 00:02:54 +0000 UTC,pricede,Microsoft Windows 10,13.31,"10.33.64.45, 10.200.6.23","e8:ea:6a:4d:5d:19, 08:8e:90:3b:a5:29",2023-02_138,disabled,None
5CG14055KK,e6135570-e3cc-4cdd-af0a-eb1e1ccd8611,Offline (3 hours),,2024-07-19 05:13:36 +0000 UTC,hartmabi,Microsoft Windows 10,13.31,10.65.18.14,a0:e7:0b:2d:3d:04,2023-02_138,disabled,None
5CG3012P9Z,8bf31181-0ef7-469a-bd6e-d307fb197d71,Offline (2 hours),,2024-07-19 06:45:16 +0000 UTC,panchalv,Microsoft Windows 10,13.31,"172.23.1.10, 192.168.232.1, 192.168.84.227","00:50:56:c0:00:01, 00:50:56:c0:00:08, 30:89:4a:68:47:c8",2023-02_138,disabled,None
5CG3012PHC,87565dfe-9cae-4569-9e08-b3cebbe1b8de,Offline (1 day),,2024-07-18 05:00:34 +0000 UTC,brandond,Microsoft Windows 10,13.31,192.168.1.107,30:89:4a:67:db:0d,2023-02_138,disabled,None
5CG3012PJG,6e9fdceb-455a-4e3e-bf1f-71dba52bc69f,Offline (2 days),,2024-07-17 01:48:10 +0000 UTC,pollockt,Microsoft Windows 10,13.31,192.168.1.144,30:89:4a:67:ff:d9,2023-02_138,disabled,None
5CG3012PM9,1a52e8bd-16d3-4c45-8f08-9705158f2dbf,Offline (6 hours),,2024-07-19 02:41:15 +0000 UTC,middlett,Microsoft Windows 10,13.31,192.168.1.167,30:89:4a:67:af:20,2023-02_138,disabled,None
5CG3012WR0,67fbeb71-e28f-4992-a1ee-a0c9e5b1197e,Offline (7 hours),,2024-07-19 01:05:45 +0000 UTC,gregorch,Microsoft Windows 10,13.31,"10.33.112.87, 10.200.2.52","7c:4d:8f:31:17:77, 30:89:4a:67:37:61",2023-02_138,disabled,None
5CG3012PGF,7225cfb1-df2c-47ff-bc09-ded5ee74becd,Offline (9 hours),,2024-07-18 23:42:54 +0000 UTC,steinl,Microsoft Windows 10,13.31,"10.33.128.43, 10.200.14.35","7c:4d:8f:31:96:9f, 30:89:4a:67:4b:1b",2023-02_138,disabled,None
5CG3012PGQ,72d137f7-8d98-4664-82a6-7a73abf9be2d,Offline (13 hours),,2024-07-18 19:10:40 +0000 UTC,johnsoan,Microsoft Windows 10,13.31,172.20.10.6,30:89:4a:67:4b:cf,2023-02_138,disabled,None
5CG3012PGD,ffe7f356-34eb-402e-a152-5884a16d3e38,Offline (14 hours),,2024-07-18 18:21:31 +0000 UTC,hawkinma,Microsoft Windows 10,13.31,10.200.10.29,30:89:4a:66:ce:34,2023-02_138,disabled,None
5CG3012PLQ,93fbf86c-c99a-4db3-bb7b-976a785c402d,Offline (13 hours),,2024-07-18 19:56:08 +0000 UTC,jonescl,Microsoft Windows 10,13.31,10.33.96.13,80:3f:5d:08:76:76,2023-02_138,disabled,None
5CG3012PB3,27573518-cb15-42e3-be93-78a0a11cf5b2,Offline (11 hours),,2024-07-18 21:49:56 +0000 UTC,usnickc,Microsoft Windows 10,13.31,"192.168.24.25, 192.168.1.79","00:05:9a:3c:7a:00, 30:89:4a:67:da:f9",2023-02_138,disabled,None
daagswspdm01,e16eb90c-1fab-4713-a899-4640ebf66a71,Offline (3 hours),,2024-07-19 05:21:22 +0000 UTC,svc_r2gis,Microsoft Windows Server 2016,13.31,172.20.38.41,00:50:56:9c:85:db,2023-02_138,disabled,None
HOEXCMSPDM01,890b2db7-ea57-443e-ab99-a09b7aacac51,Offline (3 hours),,2024-07-19 05:52:41 +0000 UTC,frederloadm,Microsoft Windows Server 2012 R2,13.31,172.17.26.53,00:50:56:8a:74:7a,2023-02_138,disabled,None
HOPKICSPDM11,48fed2f5-95ee-4951-8d89-5c3c494bc2d0,Offline (3 hours),,2024-07-19 06:01:09 +0000 UTC,haqmaleadm,Microsoft Windows Server 2019,13.31,172.17.24.97,00:50:56:8a:14:8d,2023-02_138,disabled,None
DAEXCRSPDM02,e2c284ac-eeb1-4bd9-b9ce-d169e69f8831,Offline (0 hours),,2024-07-19 08:14:39 +0000 UTC,lalannejadm,Microsoft Windows Server 2016,13.31,172.20.28.21,00:50:56:9c:bf:6d,2023-01_05,disabled,None
5CG2372Q3P,e6a35b62-5a17-41c2-a636-a57e5213f7df,Offline (3 hours),,2024-07-19 05:09:29 +0000 UTC,SVC_HVNDataViewer,Microsoft Windows 10,13.31,10.69.21.37,e0:d0:45:84:ce:d4,2023-02_138,disabled,None
5CG2402BXG,fe6df9f2-01c5-462e-bff2-74a9f3c986f5,Offline (11 hours),,2024-07-18 21:15:01 +0000 UTC,creadyh,Microsoft Windows 10,13.31,"192.168.26.126, 192.168.1.12","00:05:9a:3c:7a:00, 58:ce:2a:56:f1:f8",2023-02_138,disabled,None
HOGENSQPDM15,55fa75db-de5a-4322-b767-3641b6c2e4d3,Offline (3 hours),,2024-07-19 05:42:27 +0000 UTC,givensjadm,Microsoft Windows Server 2016,13.31,172.17.24.152,00:50:56:8a:02:c5,2023-02_138,disabled,None
DAEXCRSPDM01,940260c2-e039-45d4-bc8e-d7e192725c4e,Offline (3 hours),,2024-07-19 06:01:01 +0000 UTC,haqmaleadm,Microsoft Windows Server 2016,13.31,172.20.28.20,00:50:56:9c:d2:5a,2023-01_05,disabled,None
5CG212F75X,0019892f-aa19-496f-844e-8d6284c9780c,Offline (1 day),,2024-07-17 20:23:25 +0000 UTC,willijos,Microsoft Windows 10,13.31,"10.33.64.44, 10.200.2.34","80:3f:5d:08:37:4d, 08:8e:90:3b:a7:a9",2023-02_138,disabled,None
5CG3012PHQ,a877e7ed-1505-4a7f-a082-6eb3d7aca1c5,Offline (1 day),,2024-07-17 12:24:17 +0000 UTC,rosej,Microsoft Windows 10,13.31,192.168.1.132,30:89:4a:4e:3e:6e,2023-02_138,disabled,None
5CG212F6XJ,a962394c-53ee-4e19-83b5-0ac9cc0e2dd1,Offline (1 hour),,2024-07-19 07:16:04 +0000 UTC,burchm,Microsoft Windows 10,13.31,10.185.1.144,08:8e:90:3b:a5:10,2023-02_138,disabled,None
HOAGSASPDM01,14bdbd2b-23f9-458b-9281-bc9f039ddafd,Offline (3 hours),,2024-07-19 05:35:12 +0000 UTC,svc_r2gis,Microsoft Windows Server 2012 R2,13.31,172.17.24.17,00:50:56:8a:3f:b9,2023-02_138,disabled,None
HOMLSMSTSM11,ffd470cf-e9d8-4fec-8bdd-c670119e41d7,Offline (3 hours),,2024-07-19 05:13:50 +0000 UTC,,Microsoft Windows Server 2016,13.31,172.17.126.20,00:50:56:8f:5d:25,2023-02_138,disabled,None
HOXA715TSM01,61622ab8-d7a5-4aa3-a22c-1049614c7405,Offline (3 hours),,2024-07-19 05:08:01 +0000 UTC,Administrator,Microsoft Windows Server 2012 R2,13.31,172.17.122.37,00:50:56:8f:15:49,2023-02_138,disabled,None
HOOVSASTSM01,2b4187f9-9c4c-498a-9121-56b1319cc5a1,Offline (3 hours),,2024-07-19 05:27:20 +0000 UTC,,Microsoft Windows Server 2019,13.31,172.17.125.49,00:50:56:8f:7e:fe,2023-02_138,disabled,None
